Q407166	Somatostatin	Q24778427	Somatostatin
Q21137551	Corticosteroid 11-beta-dehydrogenase isozyme 1	Q24726117	Short-chain dehydrogenase/reductase SDR
Q21137551	Corticosteroid 11-beta-dehydrogenase isozyme 1	Q41797412	NAD(P)-binding domain superfamily
Q21137552	Interferon alpha-inducible protein 27, mitochondrial	Q24778961	Interferon alpha-inducible protein IFI6/IFI27-like
Q21137552	Interferon alpha-inducible protein 27, mitochondrial	Q54460881	IFI6/IFI27-like domain superfamily
Q21137553	ATP-dependent RNA helicase DDX3X	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21137554	Cytochrome b-c1 complex subunit 2, mitochondrial	Q24721965	Metalloenzyme, LuxS/M16 peptidase-like
Q21137555	DNA polymerase epsilon catalytic subunit A	Q24741939	DNA polymerase epsilon catalytic subunit
Q21137556	Basigin	Q24719507	Basigin
Q21137556	Basigin	Q24787648	Immunoglobulin-like fold
Q21137556	Basigin	Q41797304	Immunoglobulin-like domain superfamily
Q21137559	Galactose-3-O-sulfotransferase 4	Q24770800	Galactose-3-O-sulfotransferase
Q21137566	Transcription factor MafF	Q24774374	Transcription factor MafF
Q21137566	Transcription factor MafF	Q24778311	Transcription factor, Skn-1-like, DNA-binding domain superfamily
Q21137569	Type 2 lactosamine alpha-2,3-sialyltransferase	Q24740001	Glycosyl transferase family 29
Q21137569	Type 2 lactosamine alpha-2,3-sialyltransferase	Q54461465	GT29-like superfamiliy
Q21137571	Oxysterols receptor LXR-alpha	Q3454539	Liver X receptor
Q21137571	Oxysterols receptor LXR-alpha	Q24768526	Zinc finger, NHR/GATA-type
Q21137572	Vasoactive intestinal polypeptide receptor 1	Q24786540	GPCR, family 2, vasoactive intestinal peptide receptor 1
Q21137572	Vasoactive intestinal polypeptide receptor 1	Q41797557	GPCR family 2, extracellular hormone receptor domain superfamily
Q21137574	Apoptosis-inducing factor 3	Q41797313	FAD/NAD(P)-binding domain superfamily
Q21137574	Apoptosis-inducing factor 3	Q41798018	Rieske [2Fe-2S] iron-sulphur domain superfamily
Q22678298	Annexin A8	Q24786337	Annexin A8
Q22678298	Annexin A8	Q41798194	Annexin superfamily
Q22678337	Dihydrodiol dehydrogenase	Q41797412	NAD(P)-binding domain superfamily
Q22678361	Alpha-N-acetylgalactosaminidase	Q375795	Glycoside hydrolase superfamily
Q22678361	Alpha-N-acetylgalactosaminidase	Q4994304	TIM barrel
Q22678361	Alpha-N-acetylgalactosaminidase	Q24780471	Glycoside hydrolase, family 27
Q22678361	Alpha-N-acetylgalactosaminidase	Q54451255	Glycosyl hydrolase, all-beta
Q22678377	Arsenite methyltransferase	Q24780258	S-adenosyl-L-methionine-dependent methyltransferase
Q22678385	Glutathione S-transferase zeta 1	Q24785651	Glutathione S-transferases, class Zeta
Q22678385	Glutathione S-transferase zeta 1	Q41797370	Thioredoxin-like superfamily
Q22678385	Glutathione S-transferase zeta 1	Q41797403	Glutathione S-transferase, C-terminal domain superfamily
Q22678398	Bromodomain and PHD finger containing 1	Q24719950	Zinc finger, FYVE/PHD-type
Q22678398	Bromodomain and PHD finger containing 1	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q22678398	Bromodomain and PHD finger containing 1	Q41797540	Bromodomain-like superfamily
Q22678694	Ribulose-5-phosphate-3-epimerase	Q4994304	TIM barrel
Q22678694	Ribulose-5-phosphate-3-epimerase	Q24769869	Ribulose-phosphate binding barrel
Q22678694	Ribulose-5-phosphate-3-epimerase	Q24786072	Ribulose-phosphate 3-epimerase
Q22678809	Microcephalin 1	Q24770829	Microcephalin, mammal
Q22678809	Microcephalin 1	Q41797533	BRCT domain superfamily
Q22678942	Thiamine triphosphatase	Q24775124	Thiamine triphosphatase, eukaryotes
Q22678942	Thiamine triphosphatase	Q24778578	CYTH-like domain superfamily
Q22678956	H3.3 histone B	Q24721200	Histone-fold
Q22678956	H3.3 histone B	Q24777451	Histone H3/CENP-A
Q22679003	Zinc finger protein 230	Q41797188	KRAB domain superfamily
Q22679003	Zinc finger protein 230	Q41797357	Zinc finger C2H2 superfamily
Q22679024	Pirin	Q24776405	RmlC-like cupin domain superfamily
Q22679024	Pirin	Q24777474	RmlC-like jelly roll fold
Q22679024	Pirin	Q24788133	Pirin
Q22683580	Inorganic pyrophosphatase 1	Q24739696	Inorganic pyrophosphatase
Q22683580	Inorganic pyrophosphatase 1	Q41797751	Inorganic pyrophosphatase superfamily
Q22683584	T-complex 10 like	Q24725572	T-complex protein 10 family
Q23019509	Coiled-coil domain containing 187	Q24767934	Centrosome-associated protein 350
Q23303604	U2 small nuclear RNA auxiliary factor 1	Q24776943	U2 auxiliary factor small subunit
Q23303604	U2 small nuclear RNA auxiliary factor 1	Q41797127	RNA-binding domain superfamily
Q23303604	U2 small nuclear RNA auxiliary factor 1	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q23308049	Cystathionine beta-synthase like	Q24767109	Cystathionine beta-synthase
Q23308049	Cystathionine beta-synthase like	Q41797189	Tryptophan synthase beta subunit-like PLP-dependent enzyme
Q21142791	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	Q24786013	PH-like domain superfamily
Q21142792	P2Y purinoceptor 6	Q24777401	P2Y6 purinoceptor
Q21142795	Centrosomal protein of 57 kDa	Q24722591	Centrosomal protein 57kDa
Q21142797	Myosin-IIIb	Q24726164	Protein kinase-like domain superfamily
Q21142797	Myosin-IIIb	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21142797	Myosin-IIIb	Q41798053	Kinesin motor domain superfamily
Q21142817	Hydroxymethylglutaryl-CoA lyase, mitochondrial	Q4994304	TIM barrel
Q21142819	Calcium-activated potassium channel subunit alpha-1	Q11269508	Voltage-gated potassium channel
Q21142819	Calcium-activated potassium channel subunit alpha-1	Q24772526	Calcium-activated potassium channel Slo-1
Q21142819	Calcium-activated potassium channel subunit alpha-1	Q41797412	NAD(P)-binding domain superfamily
Q21142819	Calcium-activated potassium channel subunit alpha-1	Q54444446	Voltage-dependent channel domain superfamily
Q21142822	Synaptotagmin-8	Q24777473	Synaptotagmin-8
Q21142826	Aryl hydrocarbon receptor nuclear translocator-like protein 2	Q24773677	Nuclear translocator
Q21142826	Aryl hydrocarbon receptor nuclear translocator-like protein 2	Q41797114	PAS domain superfamily
Q21142826	Aryl hydrocarbon receptor nuclear translocator-like protein 2	Q41797740	Helix-loop-helix DNA-binding domain superfamily
Q21142831	Cytohesin-4	Q41797145	Sec7 domain superfamily
Q21142833	Neuroligin-4, Y-linked	Q24741341	Neuroligin 4
Q21142833	Neuroligin-4, Y-linked	Q24744945	Alpha/Beta hydrolase fold
Q21142836	Transmembrane protein 33	Q24720607	TMEM33/Pom33 family
Q21142843	Ubiquitin-like modifier-activating enzyme 6	Q41797132	Ubiquitin-activating enzyme
Q21142846	Casein kinase I isoform alpha	Q24726164	Protein kinase-like domain superfamily
Q21142849	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	Q24768974	Coproporphyrinogen III oxidase, aerobic
Q21142849	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	Q41797519	Oxygen-dependent coproporphyrinogen III oxidase superfamily
Q21142851	Store-operated calcium entry-associated regulatory factor	Q24774964	Store-operated calcium entry-associated regulatory factor
Q21142854	Protein RIDA	Q24726157	RidA family
Q21142854	Protein RIDA	Q41797108	RutC-like superfamily
Q21142857	Protein Hook homolog 3	Q24722084	Hook-like protein family
Q21142858	WD repeat-containing protein 63	Q41797440	WD40-repeat-containing domain superfamily
Q21142863	Synembryn-A	Q24724076	Guanine nucleotide exchange factor, Ric8
Q21142864	Junctional adhesion molecule B	Q24787648	Immunoglobulin-like fold
Q21142864	Junctional adhesion molecule B	Q41797304	Immunoglobulin-like domain superfamily
Q21142872	Neuronal PAS domain-containing protein 3	Q41797114	PAS domain superfamily
Q21142876	Galactocerebrosidase	Q375795	Glycoside hydrolase superfamily
Q21142876	Galactocerebrosidase	Q4994304	TIM barrel
Q21142876	Galactocerebrosidase	Q24722944	Glycoside hydrolase, family 59
Q21142880	Dehydrogenase/reductase SDR family member 4-like 2	Q24722188	Dehydrogenase/reductase SDR member 4-like
Q21142880	Dehydrogenase/reductase SDR family member 4-like 2	Q41797412	NAD(P)-binding domain superfamily
Q21142882	Mortality factor 4-like protein 1	Q54460622	Mortality factor 4-like protein 1
Q21142883	Tyrosine-protein kinase Fes/Fps	Q24785855	AH/BAR domain superfamily
Q21142893	Clusterin-associated protein 1	Q24739589	Clusterin-associated protein-1
Q21142895	Lipopolysaccharide-induced tumor necrosis factor-alpha factor	Q43921562	LITAF domain containing protein
Q21142896	Misshapen-like kinase 1	Q24726164	Protein kinase-like domain superfamily
Q21142905	Protein Njmu-R1	Q24786938	Protein Njmu-R1
Q21142910	DNA topoisomerase	Q24727360	DNA topoisomerase, type IA, central region, subdomain 2
Q21142910	DNA topoisomerase	Q24778890	DNA topoisomerase, type IA
Q21142910	DNA topoisomerase	Q24785625	DNA topoisomerase, type IA, core domain
Q21142910	DNA topoisomerase	Q54451278	DNA topoisomerase, type IA, central region, subdomain 1
Q21142918	Pleckstrin homology domain-containing family F member 1	Q24786013	PH-like domain superfamily
Q21142926	Inactive rhomboid protein 2	Q24786763	Peptidase S54, rhomboid
Q21142935	Transmembrane protein 106A	Q24719934	Protein of unknown function DUF1356, TMEM106
Q21142939	SUMO-activating enzyme subunit 2	Q24779327	Ubiquitin activating enzyme, alpha domain superfamily
Q21142939	SUMO-activating enzyme subunit 2	Q24783433	SUMO-activating enzyme subunit Uba2
Q21142939	SUMO-activating enzyme subunit 2	Q41797132	Ubiquitin-activating enzyme
Q21142945	SCRN3 protein	Q24785917	Peptidase C69, dipeptidase A
Q21142946	ZBTB40 protein	Q24782555	Zinc finger and BTB domain-containing protein 40
Q21142946	ZBTB40 protein	Q24783694	SKP1/BTB/POZ domain superfamily
Q21142946	ZBTB40 protein	Q41797357	Zinc finger C2H2 superfamily
Q21142988	Ribosomal protein S19 binding protein 1, isoform CRA_a	Q24778634	Active regulator of SIRT1
Q21142990	von Hippel-Lindau tumor suppressor isoform 2	Q24738565	von Hippel-Lindau tumour suppressor protein
Q21142990	von Hippel-Lindau tumor suppressor isoform 2	Q41797333	VHL superfamily
Q21142990	von Hippel-Lindau tumor suppressor isoform 2	Q41798225	von Hippel-Lindau disease tumour suppressor, alpha domain superfamily
Q21142990	von Hippel-Lindau tumor suppressor isoform 2	Q41798226	von Hippel-Lindau disease tumour suppressor,  beta domain superfamily
Q21142992	ATG9 autophagy related 9 homolog A (S. cerevisiae), isoform CRA_a	Q24722905	Autophagy-related protein 9
Q21172758	Eukaryotic translation initiation factor 2 alpha kinase 3	Q24784804	WD40/YVTN repeat-like-containing domain superfamily
Q21172762	Epididymal peptidase inhibitor	Q41797747	Elafin-like superfamily
Q21172762	Epididymal peptidase inhibitor	Q41797976	Pancreatic trypsin inhibitor Kunitz domain superfamily
Q21172766	Ubiquitin specific peptidase 4	Q24722348	Ubiquitin carboxyl-terminal hydrolase USP4
Q21172766	Ubiquitin specific peptidase 4	Q41797077	DUSP-like superfamily
Q21172766	Ubiquitin specific peptidase 4	Q54461762	Papain-like cysteine peptidase superfamily
Q21172772	Selenoprotein I	Q423042	membrane proteins
Q21172772	Selenoprotein I	Q24784103	Choline/ethanolamine phosphotransferase
Q21172781	Ubiquitin conjugating enzyme E2 V1	Q24724265	Ubiquitin-conjugating enzyme/RWD-like
Q21172793	Zinc finger protein 212	Q24781929	Protein of unknown function DUF3669, zinc finger protein
Q21172793	Zinc finger protein 212	Q41797188	KRAB domain superfamily
Q21172793	Zinc finger protein 212	Q41797357	Zinc finger C2H2 superfamily
Q21172797	Fibroblast growth factor 19	Q24738677	Cytokine IL1/FGF
Q21172797	Fibroblast growth factor 19	Q24740305	Fibroblast growth factor 15/19
Q21172800	Free fatty acid receptor 4	Q423042	membrane proteins
Q21172800	Free fatty acid receptor 4	Q7321217	G protein-coupled receptor, rhodopsin-like
Q21172804	Fibroblast growth factor 20	Q24738677	Cytokine IL1/FGF
Q21172804	Fibroblast growth factor 20	Q24768007	Fibroblast growth factor 20
Q21172806	DnaJ heat shock protein family (Hsp40) member C1	Q423042	membrane proteins
Q21172806	DnaJ heat shock protein family (Hsp40) member C1	Q24769639	Homeobox-like domain superfamily
Q21172806	DnaJ heat shock protein family (Hsp40) member C1	Q41797965	Chaperone J-domain superfamily
Q21172808	Fibroblast growth factor 21	Q24738677	Cytokine IL1/FGF
Q21172808	Fibroblast growth factor 21	Q24774653	Fibroblast growth factor 21
Q21172810	SHH signaling and ciliogenesis regulator SDCCAG8	Q24785548	Serologically defined colon cancer antigen 8
Q21172813	Regulator of G protein signaling 19	Q423042	membrane proteins
Q21172813	Regulator of G protein signaling 19	Q41797425	RGS domain superfamily
Q21172818	Sulfotransferase family 1A member 3	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21172823	Potassium channel tetramerization domain containing 1	Q24783694	SKP1/BTB/POZ domain superfamily
Q21172826	Putative aquaporin-7-like protein 3	Q24725005	Aquaporin-like
Q21172826	Putative aquaporin-7-like protein 3	Q24740099	Aquaporin 7
Q21172829	Regulator of G protein signaling 20	Q423042	membrane proteins
Q21172829	Regulator of G protein signaling 20	Q41797425	RGS domain superfamily
Q21172832	Serine and arginine rich splicing factor 11	Q29564621	Serine/arginine-rich splicing factor 11
Q21172832	Serine and arginine rich splicing factor 11	Q41797127	RNA-binding domain superfamily
Q21172832	Serine and arginine rich splicing factor 11	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21172834	Regulator of G protein signaling 17	Q423042	membrane proteins
Q21172834	Regulator of G protein signaling 17	Q41797425	RGS domain superfamily
Q21172844	THAP domain containing 1	Q24739021	THAP domain-containing protein 1
Q21172844	THAP domain containing 1	Q54461244	THAP-type zinc finger superfamily
Q21172859	Enamelin	Q24782288	Enamelin
Q21172864	Endothelial cell specific molecule 1	Q24722567	Growth factor receptor cysteine-rich domain superfamily
Q21172864	Endothelial cell specific molecule 1	Q54461862	Endothelial cell-specific molecule 1
Q21172868	Zinc finger protein 133	Q41797188	KRAB domain superfamily
Q21172868	Zinc finger protein 133	Q41797357	Zinc finger C2H2 superfamily
Q21172873	Fibroblast growth factor receptor substrate 2	Q423042	membrane proteins
Q21172876	Suppressor of cytokine signaling 4	Q24740195	Suppressor of cytokine signalling 4
Q21172876	Suppressor of cytokine signaling 4	Q41797174	SOCS box-like domain superfamily
Q21172876	Suppressor of cytokine signaling 4	Q41797956	SH2 domain superfamily
Q21172880	Urocanate hydratase 1	Q24777583	Urocanase
Q21172880	Urocanate hydratase 1	Q41797315	Urocanase superfamily
Q21172880	Urocanate hydratase 1	Q54461141	Urocanase, central domain superfamily
Q21172884	Lysophosphatidic acid receptor 6	Q423042	membrane proteins
Q21172884	Lysophosphatidic acid receptor 6	Q7321217	G protein-coupled receptor, rhodopsin-like
Q21172886	Lysophosphatidic acid receptor 5	Q423042	membrane proteins
Q21172886	Lysophosphatidic acid receptor 5	Q7321217	G protein-coupled receptor, rhodopsin-like
Q21172887	Afadin, adherens junction formation factor	Q24725444	SMAD/FHA domain superfamily
Q21172887	Afadin, adherens junction formation factor	Q24725964	Ubiquitin-like domain superfamily
Q21172887	Afadin, adherens junction formation factor	Q24784417	Afadin
Q21172887	Afadin, adherens junction formation factor	Q41797172	PDZ superfamily
Q21172915	Drebrin 1	Q423042	membrane proteins
Q21172915	Drebrin 1	Q24770279	Drebrin
Q21172915	Drebrin 1	Q24785761	ADF-H/Gelsolin-like domain superfamily
Q21172920	Actin filament associated protein 1	Q24785023	Actin filament-associated protein 1
Q21172920	Actin filament associated protein 1	Q24786013	PH-like domain superfamily
Q21172941	Allograft inflammatory factor 1	Q423042	membrane proteins
Q21172941	Allograft inflammatory factor 1	Q24742069	EF-hand domain pair
Q21173027	Cell division cycle 37, HSP90 cochaperone	Q24773978	Cdc37
Q21173027	Cell division cycle 37, HSP90 cochaperone	Q54460854	Cdc37, Hsp90-binding domain superfamily
Q21173115	Armadillo repeat containing 1	Q24727241	Uncharacterised conserved protein UCP013899, metal binding
Q21173115	Armadillo repeat containing 1	Q24739502	Armadillo-like helical
Q21173115	Armadillo repeat containing 1	Q24780424	Armadillo-type fold
Q21173115	Armadillo repeat containing 1	Q41797288	Heavy metal-associated domain superfamily
Q21173156	BCL2 like 1	Q423042	membrane proteins
Q21173156	BCL2 like 1	Q554446	Bcl-2 family
Q21173156	BCL2 like 1	Q24781455	Apoptosis regulator, Bcl-X
Q21173156	BCL2 like 1	Q41797930	Blc2-like superfamily
Q21173163	C1q and TNF related 1	Q24783304	Tumour necrosis factor-like domain superfamily
Q21173164	Carbonic anhydrase 1	Q24774801	Carbonic anhydrase, CA1
Q21173164	Carbonic anhydrase 1	Q41797513	Alpha carbonic anhydrase domain superfamily
Q21173165	Carbonic anhydrase 8	Q24741763	Carbonic anhydrase, alpha-class
Q21173165	Carbonic anhydrase 8	Q41797513	Alpha carbonic anhydrase domain superfamily
Q21173167	Ubiquitin specific peptidase 2	Q423042	membrane proteins
Q21173167	Ubiquitin specific peptidase 2	Q54461762	Papain-like cysteine peptidase superfamily
Q21173169	Lysophosphatidic acid receptor 3	Q423042	membrane proteins
Q21173169	Lysophosphatidic acid receptor 3	Q24782247	Lysophosphatidic acid receptor EDG-7
Q21173172	Mannosidase beta	Q375795	Glycoside hydrolase superfamily
Q21173172	Mannosidase beta	Q24780736	Galactose-binding-like domain superfamily
Q21173172	Mannosidase beta	Q24787648	Immunoglobulin-like fold
Q21173172	Mannosidase beta	Q41797284	Beta-Galactosidase/glucuronidase domain superfamily
Q21173175	Molybdenum cofactor sulfurase	Q24721591	Pyruvate kinase-like, insert domain superfamily
Q21173175	Molybdenum cofactor sulfurase	Q24768592	Pyridoxal phosphate-dependent transferase, major domain
Q21173175	Molybdenum cofactor sulfurase	Q24781248	Pyridoxal phosphate-dependent transferase
Q21173175	Molybdenum cofactor sulfurase	Q24781489	Pyridoxal phosphate-dependent transferase domain 1
Q21173175	Molybdenum cofactor sulfurase	Q24784387	Molybdenum cofactor sulfurase
Q21173178	Apolipoprotein A5	Q24719973	Apolipoprotein A/E
Q21173179	N-acylsphingosine amidohydrolase 1	Q24786912	Acid ceramidase-like
Q21173180	Barttin CLCNK type accessory subunit beta	Q24726496	Barttin
Q21173180	Barttin CLCNK type accessory subunit beta	Q67141865	auxiliary transport protein
Q21173184	Centrosomal protein 170	Q24724799	Centrosomal protein of 170kDa
Q21173184	Centrosomal protein 170	Q24725444	SMAD/FHA domain superfamily
Q21150807	Platelet-derived growth factor receptor alpha	Q24787648	Immunoglobulin-like fold
Q21150807	Platelet-derived growth factor receptor alpha	Q41797304	Immunoglobulin-like domain superfamily
Q21150808	Alpha-adducin	Q24785829	Alpha-adducin
Q21150808	Alpha-adducin	Q41797522	Class II aldolase/adducin N-terminal domain superfamily
Q21150809	Cytochrome c oxidase subunit 7A2, mitochondrial	Q24786445	Cytochrome c oxidase subunit VIIa, metazoa
Q21150809	Cytochrome c oxidase subunit 7A2, mitochondrial	Q41797642	Cytochrome c oxidase, subunit VIIa superfamily
Q21150810	Eukaryotic translation initiation factor 4E type 1B	Q24723710	Translation Initiation factor eIF- 4e
Q21150810	Eukaryotic translation initiation factor 4E type 1B	Q24783968	Translation Initiation factor eIF- 4e-like
Q21150813	Regulating synaptic membrane exocytosis protein 2	Q24739806	Regulating synaptic membrane exocytosis protein 2
Q21150813	Regulating synaptic membrane exocytosis protein 2	Q41797043	C2 domain superfamily
Q21150816	Neural cell adhesion molecule L1	Q24787648	Immunoglobulin-like fold
Q21150816	Neural cell adhesion molecule L1	Q41797304	Immunoglobulin-like domain superfamily
Q21150818	Transcription factor p65	Q24723453	Transcription factor RelA (p65)
Q21150818	Transcription factor p65	Q24769358	p53-like transcription factor, DNA-binding
Q21150818	Transcription factor p65	Q41798150	Rel homology domain (RHD), DNA-binding domain superfamily
Q21150826	40S ribosomal protein S3a	Q24784691	40S ribosomal protein S1/3, eukaryotes
Q21150828	39S ribosomal protein L1, mitochondrial	Q24782647	Ribosomal protein L1, 3-layer alpha/beta-sandwich
Q21150828	39S ribosomal protein L1, mitochondrial	Q24782911	Ribosomal protein L1-like
Q21150828	39S ribosomal protein L1, mitochondrial	Q24785199	Ribosomal protein L1, mitochondrial
Q21150829	Retinoblastoma-like protein 1	Q24721320	Retinoblastoma-like protein 1
Q21150829	Retinoblastoma-like protein 1	Q41798011	Cyclin-like superfamily
Q21150830	Aminopeptidase N	Q24786855	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
Q21150831	Transient receptor potential cation channel subfamily M member 1	Q24773878	Transient receptor potential cation channel subfamily M member 1
Q21150831	Transient receptor potential cation channel subfamily M member 1	Q41798248	TRPM, tetramerisation domain superfamily
Q21150835	Regulator of microtubule dynamics protein 2	Q24724527	Tetratricopeptide-like helical domain superfamily
Q21150836	T-complex protein 1 subunit theta	Q24768644	GroEL-like equatorial domain superfamily
Q21150836	T-complex protein 1 subunit theta	Q24771589	Chaperonin Cpn60/TCP-1 family
Q21150838	Probable protein phosphatase 1N	Q24776163	Protein phosphatase 2C family
Q21150838	Probable protein phosphatase 1N	Q41797563	PPM-type phosphatase domain superfamily
Q21150839	Protein phosphatase 1M	Q24776163	Protein phosphatase 2C family
Q21150839	Protein phosphatase 1M	Q41797563	PPM-type phosphatase domain superfamily
Q21150841	Protein kinase C-binding protein 1	Q24719950	Zinc finger, FYVE/PHD-type
Q21150841	Protein kinase C-binding protein 1	Q24727013	Protein kinase C-binding protein 1
Q21150841	Protein kinase C-binding protein 1	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21150841	Protein kinase C-binding protein 1	Q41797540	Bromodomain-like superfamily
Q21150842	Cytoplasmic protein NCK1	Q41797170	SH3-like domain superfamily
Q21150843	Nuclear pore complex protein Nup88	Q24772772	Nucleoporin Nup88
Q21150844	Protein phosphatase 1 regulatory subunit 1B	Q24787386	Protein phosphatase 1 regulatory subunit 1B
Q21150846	Beta-1,4-galactosyltransferase 6	Q24770654	Beta-1,4-galactosyltransferase
Q21150847	Solute carrier family 12 member 4	Q24780968	K/Cl co-transporter 1
Q21150848	Serine/threonine-protein kinase TAO1	Q24726164	Protein kinase-like domain superfamily
Q21150849	Max-like protein X	Q24784331	Max-like protein X
Q21150849	Max-like protein X	Q41797740	Helix-loop-helix DNA-binding domain superfamily
Q21150850	39S ribosomal protein L4, mitochondrial	Q24740269	Ribosomal protein L4 domain superfamily
Q21150850	39S ribosomal protein L4, mitochondrial	Q24785179	50S ribosomal protein uL4
Q21150851	Nuclear factor 1 X-type	Q24740205	CTF transcription factor/nuclear factor 1
Q21150854	(E3-independent) E2 ubiquitin-conjugating enzyme	Q24724265	Ubiquitin-conjugating enzyme/RWD-like
Q21150857	Myosin-14	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21150857	Myosin-14	Q24770780	Myosin S1 fragment, N-terminal
Q21150857	Myosin-14	Q41798053	Kinesin motor domain superfamily
Q21150857	Myosin-14	Q54456728	Myosin IQ motif-containing domain superfamily
Q21150858	SIGLEC family-like protein 1	Q24787648	Immunoglobulin-like fold
Q21150858	SIGLEC family-like protein 1	Q41797304	Immunoglobulin-like domain superfamily
Q21150859	IgG receptor FcRn large subunit p51	Q24783841	MHC classes I/II-like antigen recognition protein
Q21150859	IgG receptor FcRn large subunit p51	Q41798146	MHC class I-like antigen recognition-like superfamily
Q21150860	Kallikrein-10	Q24772777	Peptidase S1A, chymotrypsin family
Q21150860	Kallikrein-10	Q24783967	Peptidase S1, PA clan
Q21150862	Zinc finger protein 181	Q41797188	KRAB domain superfamily
Q21150863	Calcium-binding mitochondrial carrier protein SCaMC-3	Q24742069	EF-hand domain pair
Q21150864	Plasmalemma vesicle-associated protein	Q24767129	Plasmalemma vesicle-associated protein
Q21150865	Zinc finger protein 334	Q41797188	KRAB domain superfamily
Q21150865	Zinc finger protein 334	Q41797357	Zinc finger C2H2 superfamily
Q21150870	FGD4 protein	Q24719950	Zinc finger, FYVE/PHD-type
Q21150870	FGD4 protein	Q24786013	PH-like domain superfamily
Q21150870	FGD4 protein	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21150870	FGD4 protein	Q41797049	Dbl homology (DH) domain superfamily
Q21150872	Rho-related GTP-binding protein RhoC	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21150872	Rho-related GTP-binding protein RhoC	Q29564364	Small GTPase Rho
Q21150875	Prostaglandin-H2 D-isomerase	Q24727103	Calycin
Q21150875	Prostaglandin-H2 D-isomerase	Q24788628	Prostaglandin D synthase
Q21150876	Platelet-activating factor acetylhydrolase 2, cytoplasmic	Q24744945	Alpha/Beta hydrolase fold
Q21150876	Platelet-activating factor acetylhydrolase 2, cytoplasmic	Q24776527	Platelet-activating factor acetylhydrolase-like
Q21150877	Serine/arginine-rich-splicing factor 11	Q29564621	Serine/arginine-rich splicing factor 11
Q21150878	T-lymphocyte surface antigen Ly-9	Q24787648	Immunoglobulin-like fold
Q21150878	T-lymphocyte surface antigen Ly-9	Q41797304	Immunoglobulin-like domain superfamily
Q21150883	Pregnancy specific beta-1-glycoprotein 4	Q24787648	Immunoglobulin-like fold
Q21150883	Pregnancy specific beta-1-glycoprotein 4	Q41797304	Immunoglobulin-like domain superfamily
Q21150891	Forkhead box protein N4	Q41797502	Winged helix-like DNA-binding domain superfamily
Q21150891	Forkhead box protein N4	Q41797505	Winged helix DNA-binding domain superfamily
Q21150892	MAP3K12-binding inhibitory protein 1	Q24778611	MAP3K12-binding inhibitory protein 1
Q21150898	Prosaposin (Variant Gaucher disease and variant metachromatic leukodystrophy), isoform CRA_b	Q24720129	Saposin, chordata
Q21150898	Prosaposin (Variant Gaucher disease and variant metachromatic leukodystrophy), isoform CRA_b	Q24723641	Saposin-like
Q21150899	Acyl-Coenzyme A binding domain containing 3, isoform CRA_a	Q24722877	FERM/acyl-CoA-binding protein superfamily
Q21150899	Acyl-Coenzyme A binding domain containing 3, isoform CRA_a	Q41797131	Acyl-CoA binding protein superfamily
Q21150899	Acyl-Coenzyme A binding domain containing 3, isoform CRA_a	Q41797700	GOLD domain superfamily
Q21150901	Regulator of G-protein signalling 2, 24kDa, isoform CRA_a	Q24778503	RGS, subdomain 1/3
Q21150901	Regulator of G-protein signalling 2, 24kDa, isoform CRA_a	Q29956590	Regulator of G-protein signalling 2
Q21150901	Regulator of G-protein signalling 2, 24kDa, isoform CRA_a	Q41797425	RGS domain superfamily
Q21150902	Ubiquitin-conjugating enzyme E2T (Putative), isoform CRA_a	Q24724265	Ubiquitin-conjugating enzyme/RWD-like
Q21150903	Carbonic anhydrase VB, mitochondrial, isoform CRA_c	Q24727014	Carbonic anhydrase VB, mitochondria
Q21150903	Carbonic anhydrase VB, mitochondrial, isoform CRA_c	Q41797513	Alpha carbonic anhydrase domain superfamily
Q21150904	Chromosome 6 open reading frame 89, isoform CRA_b	Q54461737	Bombesin receptor-activated protein
Q21150910	SLIT-ROBO Rho GTPase-activating protein 2	Q24742062	Rho GTPase activation protein
Q21150910	SLIT-ROBO Rho GTPase-activating protein 2	Q24742178	SLIT-ROBO Rho GTPase-activating protein 2
Q21150910	SLIT-ROBO Rho GTPase-activating protein 2	Q41797170	SH3-like domain superfamily
Q21150911	Transmembrane protein 100	Q24775631	Transmembrane protein 100
Q21150912	Protein TRAV34	Q24787648	Immunoglobulin-like fold
Q21150912	Protein TRAV34	Q41797304	Immunoglobulin-like domain superfamily
Q21150915	Diffuse panbronchiolitis critical region protein 1	Q24725552	Mucin-like protein 3
Q21150916	Advanced glycosylation end product-specific receptor	Q24787648	Immunoglobulin-like fold
Q21148703	Zinc finger protein 559	Q41797188	KRAB domain superfamily
